RprtDt,StateCd,NDISDsbltyGrpNm,ICDDsbltyNm,Primary,Reported
31DEC2021,WA,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",454,695
31DEC2021,WA,Intellectual Disability,Q99.2 - Fragile X syndrome,70,98
31DEC2021,WA,Missing,F849 - Migrated Record with DD or GDD [Needs to be updated in CRM],<11,43
31DEC2021,WA,Multiple Sclerosis,G35 - Multiple sclerosis,863,884
31DEC2021,WA,Other,B22 - Human immune deficiency virus (HIV) disease,<11,<11
31DEC2021,WA,Other,B99 - Other unspecified infectious diseases,<11,<11
31DEC2021,WA,Other,C71 - Malignant neoplasm of brain,<11,<11
31DEC2021,WA,Other,C79.9 - Metastatic cancer,<11,<11
31DEC2021,WA,Other,C96 - Malignant neoplasm of blood or immune disease,<11,<11
31DEC2021,WA,Other,D89.9 - Autoimmune disorders,<11,<11
31DEC2021,WA,Other,E14 - Diabetes mellitus,<11,297
31DEC2021,WA,Other,E66 - Obesity,<11,76
31DEC2021,WA,Other,E70.0 - Classical Phenylketonuria,<11,<11
31DEC2021,WA,Other,E88 - Other metabolic disorders,12,22
31DEC2021,WA,Other,F03.9 - Dementia - Rapidly progressing,18,21
31DEC2021,WA,Other,F44.4 - Functional neurological disorder (FND),13,14
31DEC2021,WA,Other,F44.5 - Functional Seizures,<11,<11
31DEC2021,WA,Other,F80 - Other Language disorder,<11,25
31DEC2021,WA,Other,F80.9 - Development language disorder,15,37
31DEC2021,WA,Other,F81.0 - Specific learning disorder,<11,12
31DEC2021,WA,Other,F81.8 - Dysgraphia,<11,<11
31DEC2021,WA,Other,F90 - Attention deficit hyperactive disorder (ADHD),11,239
31DEC2021,WA,Other,F90.0 - Peripheral neuropathy,<11,18
31DEC2021,WA,Other,F91.3 - Oppositional Defiant Disorder (ODD),<11,16
31DEC2021,WA,Other,F91.9 - Conduct Disorder (CD),<11,<11
31DEC2021,WA,Other,G11.8 - Other hereditary ataxias,<11,<11
31DEC2021,WA,Other,G30.0 - Dementia - Early Onset,53,74
31DEC2021,WA,Other,G83.1 - Plegia,<11,17
31DEC2021,WA,Other,G89.4 - Chronic pain,<11,36
31DEC2021,WA,Other,G90.5 - Chronic Regional Pain Syndrome,<11,<11
31DEC2021,WA,Other,I49.8 - Postural Orthostatic Tachycardia Syndrome (POTS),<11,<11
31DEC2021,WA,Other,I89.0 - Lymphoedema,<11,<11
31DEC2021,WA,Other,J44.9 - Chronic lung disease,24,50
31DEC2021,WA,Other,J449A - Chronic Obstructive Pulmonary Disease (COPD),<11,17
31DEC2021,WA,Other,M19.9 - Osteoarthritis,<11,46
31DEC2021,WA,Other,M32 - Systemic lupus erythematosus,<11,<11
31DEC2021,WA,Other,M45 - Ankylosing spondylitis,16,29
31DEC2021,WA,Other,M79.7 - Fibromyalgia,<11,41
31DEC2021,WA,Other,N18 - Renal failure,<11,38
31DEC2021,WA,Other,Q37 - Cleft palate and lip,<11,<11
31DEC2021,WA,Other,Q79.6 - Ehlers Danlos,40,68
31DEC2021,WA,Other,R48 - Dyslexia,<11,<11
31DEC2021,WA,Other,R48.2 - Childhood apraxia of speech,36,44
31DEC2021,WA,Other,R53.8 - Chronic fatigue /ME,<11,<11
31DEC2021,WA,Other,R62.5 - Short stature,<11,<11
31DEC2021,WA,Other,S14.3 - Brachial plexus injury,<11,<11
31DEC2021,WA,Other,Z89 - Amputation - Single limb or upper/lower limb,216,227
31DEC2021,WA,Other,Z89.1 - Amputation - Multiple,27,33
31DEC2021,WA,Other Neurological,F00 - Alzheimer's disease,204,226
31DEC2021,WA,Other Neurological,F03 - Unspecified dementia,124,206
31DEC2021,WA,Other Neurological,G10 - Huntington disease,110,116
31DEC2021,WA,Other Neurological,G12.2 - Motor neuron disease (also called amytrophic lateral sclerosis),100,107
31DEC2021,WA,Other Neurological,G20 - Parkinson's disease,217,241
31DEC2021,WA,Other Neurological,G40 - Epilepsy,119,1689
31DEC2021,WA,Other Neurological,G71.0 - Muscular dystrophy,202,218
31DEC2021,WA,Other Neurological,G99 - Other Neurological,938,2389
31DEC2021,WA,Other Neurological,G99 - Other Neurological (List A),38,99
31DEC2021,WA,Other Neurological,G99 - Other Neurological (List C),<11,<11
31DEC2021,WA,Other Physical,M05 - Rheumatoid arthritis,112,171
31DEC2021,WA,Other Physical,M12 - Other arthritis,37,201
31DEC2021,WA,Other Physical,M95 - Other Physical,1503,3851
31DEC2021,WA,Other Physical,T05 - Multiple traumatic amputations,123,149
31DEC2021,WA,Other Sensory/Speech,R47 - Other Sensory/Speech,124,1013
31DEC2021,WA,Psychosocial disability,F11 - Alcohol dependency,<11,28
31DEC2021,WA,Psychosocial disability,F19 - Other substance dependency,<11,25
31DEC2021,WA,Psychosocial disability,F20 - Schizophrenia,2378,2715
31DEC2021,WA,Psychosocial disability,F25.9 - Schizoaffective Disorder,173,214
31DEC2021,WA,Psychosocial disability,F31 - Bipolar affective disorder,394,700
31DEC2021,WA,Psychosocial disability,F32 - Major depressive illness,335,1015
31DEC2021,WA,Psychosocial disability,F41 - Other Anxiety disorders,125,1763
31DEC2021,WA,Psychosocial disability,F42 - Obsessive-compulsive disorder,19,198
31DEC2021,WA,Psychosocial disability,F43 - Post traumatic stress disorder (PTSD),164,381
31DEC2021,WA,Psychosocial disability,F60.3 - Borderline personality disorder,158,335
31DEC2021,WA,Psychosocial disability,F95.2 - Tourette syndrome,<11,25
31DEC2021,WA,Psychosocial disability,F99 - Other psychosocial disorders,737,2069
31DEC2021,WA,Psychosocial disability,R63 - Anorexia,<11,<11
31DEC2021,WA,Spinal Cord Injury,C72.5 - Malignant neoplasm of spinal cord (Complete),<11,<11
31DEC2021,WA,Spinal Cord Injury,C72.7 - Malignant neoplasm of spinal cord (Incomplete),<11,<11
31DEC2021,WA,Spinal Cord Injury,T09.5 - Spinal cord injury (Complete),216,245
31DEC2021,WA,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),390,487
31DEC2021,WA,Stroke,I69 - Stroke,587,744
31DEC2021,WA,Visual Impairment,E70.3 - Albinism,<11,<11
31DEC2021,WA,Visual Impairment,F72.9 - Myopathy (variations),<11,<11
31DEC2021,WA,Visual Impairment,H54 - Visual impairment (including blindness),747,1615
31DEC2021,WA,Visual Impairment,Q15.9 - Congenital eye condition,11,21
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
30JUN2021,ACT,ABI,G71.9 - Glioblastoma,<11,<11
30JUN2021,ACT,ABI,G93.1 - Hypoxic brain injury,<11,<11
30JUN2021,ACT,ABI,T90 - Traumatic brain injury [also called head injury and acquired brain damage],200,230
30JUN2021,ACT,Autism,F84.0 - Autism disorder,2493,2655
30JUN2021,ACT,Autism,F84.2 - Rett syndrome,<11,<11
30JUN2021,ACT,Autism,F84.5 - Asperger syndrome,108,127
30JUN2021,ACT,Cerebral Palsy,G80 - Cerebral palsy,289,336
30JUN2021,ACT,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],806,841
30JUN2021,ACT,Down Syndrome,Q90 - Down syndrome,228,240
30JUN2021,ACT,Global developmental delay,F84.91 - Global developmental delay [not to be used over 6 years of age],171,208
30JUN2021,ACT,Hearing Impairment,H90 - Hearing loss,432,556
30JUN2021,ACT,Hearing Impairment,Q16.9 - Congenital hearing condition,<11,<11
30JUN2021,ACT,Intellectual Disability,F70 - Mild intellectual disability,232,364
30JUN2021,ACT,Intellectual Disability,F71 - Moderate intellectual disability,524,719
30JUN2021,ACT,Intellectual Disability,F72 - Severe intellectual disability,67,87
30JUN2021,ACT,Intellectual Disability,F73 - Profound intellectual disability,17,22
30JUN2021,ACT,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],54,96
30JUN2021,ACT,Intellectual Disability,F84.8 - Pervasive developmental disorder [try not to use],<11,<11
30JUN2021,ACT,Intellectual Disability,Q02 - Microcephaly,11,17
30JUN2021,ACT,Intellectual Disability,"Q04 - Other congenital brain conditions, for example tuberous sclerosis",13,22
30JUN2021,ACT,Intellectual Disability,Q05 - Spina bifida,36,41
30JUN2021,ACT,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,<11,15
30JUN2021,ACT,Intellectual Disability,Q860D - Foetal Alcohol Spectrum Disorder (FASD),<11,<11
30JUN2021,ACT,Intellectual Disability,Q87.1 - Cornelia de Lange syndrome,<11,<11
30JUN2021,ACT,Intellectual Disability,Q87.1 - Prader Willi syndrome,<11,<11
30JUN2021,ACT,Intellectual Disability,Q89 - Other congenital conditions,40,59
30JUN2021,ACT,Intellectual Disability,Q93.4 - Cri du  Chat syndrome,<11,<11
30JUN2021,ACT,Intellectual Disability,Q93.5 - Angelman  syndrome,<11,<11
30JUN2021,ACT,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",150,191
30JUN2021,ACT,Intellectual Disability,Q99.2 - Fragile X syndrome,26,33
30JUN2021,ACT,Multiple Sclerosis,G35 - Multiple sclerosis,194,200
30JUN2021,ACT,Other,B99 - Other unspecified infectious diseases,<11,<11
30JUN2021,ACT,Other,C71 - Malignant neoplasm of brain,<11,<11
30JUN2021,ACT,Other,C79.9 - Metastatic cancer,<11,<11
30JUN2021,ACT,Other,C96 - Malignant neoplasm of blood or immune disease,<11,<11
30JUN2021,ACT,Other,E14 - Diabetes mellitus,<11,38
30JUN2021,ACT,Other,E66 - Obesity,<11,19
30JUN2021,ACT,Other,E70.0 - Classical Phenylketonuria,<11,<11
30JUN2021,ACT,Other,E88 - Other metabolic disorders,<11,<11
30JUN2021,ACT,Other,F03.9 - Dementia - Rapidly progressing,<11,<11
30JUN2021,ACT,Other,F44.4 - Functional neurological disorder (FND),<11,<11
30JUN2021,ACT,Other,F80 - Other Language disorder,<11,<11
30JUN2021,ACT,Other,F80.9 - Development language disorder,<11,<11
30JUN2021,ACT,Other,F849 - Migrated Record with DD or GDD [Needs to be updated in CRM],<11,51
30JUN2021,ACT,Other,F90 - Attention deficit hyperactive disorder (ADHD),<11,39
30JUN2021,ACT,Other,F90.0 - Peripheral neuropathy,<11,<11
30JUN2021,ACT,Other,F91.3 - Oppositional Defiant Disorder (ODD),<11,<11
30JUN2021,ACT,Other,G11.8 - Other hereditary ataxias,<11,<11
30JUN2021,ACT,Other,G30.0 - Dementia - Early Onset,<11,13
30JUN2021,ACT,Other,G89.4 - Chronic pain,<11,<11
30JUN2021,ACT,Other,I89.0 - Lymphoedema,<11,<11
30JUN2021,ACT,Other,J44.9 - Chronic lung disease,<11,12
30JUN2021,ACT,Other,J449A - Chronic Obstructive Pulmonary Disease (COPD),<11,<11
30JUN2021,ACT,Other,M19.9 - Osteoarthritis,<11,<11
30JUN2021,ACT,Other,M32 - Systemic lupus erythematosus,<11,<11
30JUN2021,ACT,Other,M45 - Ankylosing spondylitis,<11,<11
30JUN2021,ACT,Other,M79.7 - Fibromyalgia,<11,<11
30JUN2021,ACT,Other,N18 - Renal failure,<11,<11
30JUN2021,ACT,Other,Q37 - Cleft palate and lip,<11,<11
30JUN2021,ACT,Other,Q79.6 - Ehlers Danlos,<11,<11
30JUN2021,ACT,Other,R48.2 - Childhood apraxia of speech,<11,<11
30JUN2021,ACT,Other,R53.8 - Chronic fatigue /ME,<11,<11
30JUN2021,ACT,Other,R62.5 - Short stature,<11,<11
30JUN2021,ACT,Other,Z89 - Amputation - Single limb or upper/lower limb,<11,<11
30JUN2021,ACT,Other,Z89.1 - Amputation - Multiple,<11,<11
30JUN2021,ACT,Other Neurological,F00 - Alzheimer's disease,29,35
30JUN2021,ACT,Other Neurological,F03 - Unspecified dementia,25,35
30JUN2021,ACT,Other Neurological,G10 - Huntington disease,<11,<11
30JUN2021,ACT,Other Neurological,G12.2 - Motor neuron disease (also called amytrophic lateral sclerosis),<11,<11
30JUN2021,ACT,Other Neurological,G20 - Parkinson's disease,48,53
30JUN2021,ACT,Other Neurological,G40 - Epilepsy,26,274
30JUN2021,ACT,Other Neurological,G71.0 - Muscular dystrophy,35,39
30JUN2021,ACT,Other Neurological,G99 - Other Neurological,129,236
30JUN2021,ACT,Other Neurological,G99 - Other Neurological (List A),46,86
30JUN2021,ACT,Other Neurological,G99 - Other Neurological (List C),<11,<11
30JUN2021,ACT,Other Physical,M05 - Rheumatoid arthritis,58,76
30JUN2021,ACT,Other Physical,M12 - Other arthritis,20,58
30JUN2021,ACT,Other Physical,M95 - Other Physical,395,751
30JUN2021,ACT,Other Physical,T05 - Multiple traumatic amputations,55,62
30JUN2021,ACT,Other Sensory/Speech,R47 - Other Sensory/Speech,85,275
30JUN2021,ACT,Psychosocial disability,F11 - Alcohol dependency,<11,<11
30JUN2021,ACT,Psychosocial disability,F19 - Other substance dependency,<11,<11
30JUN2021,ACT,Psychosocial disability,F20 - Schizophrenia,603,661
30JUN2021,ACT,Psychosocial disability,F25.9 - Schizoaffective Disorder,15,16
30JUN2021,ACT,Psychosocial disability,F31 - Bipolar affective disorder,130,193
30JUN2021,ACT,Psychosocial disability,F32 - Major depressive illness,46,150
30JUN2021,ACT,Psychosocial disability,F41 - Other Anxiety disorders,28,297
30JUN2021,ACT,Psychosocial disability,F42 - Obsessive-compulsive disorder,<11,45
30JUN2021,ACT,Psychosocial disability,F43 - Post traumatic stress disorder (PTSD),13,31
30JUN2021,ACT,Psychosocial disability,F60.3 - Borderline personality disorder,33,59
30JUN2021,ACT,Psychosocial disability,F95.2 - Tourette syndrome,<11,<11
30JUN2021,ACT,Psychosocial disability,F99 - Other psychosocial disorders,168,467
30JUN2021,ACT,Spinal Cord Injury,T09.5 - Spinal cord injury (Complete),26,31
30JUN2021,ACT,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),44,47
30JUN2021,ACT,Stroke,I69 - Stroke,123,149
30JUN2021,ACT,Visual Impairment,E70.3 - Albinism,<11,<11
30JUN2021,ACT,Visual Impairment,F72.9 - Myopathy (variations),<11,<11
30JUN2021,ACT,Visual Impairment,H54 - Visual impairment (including blindness),165,285
30JUN2021,ACT,Visual Impairment,Q15.9 - Congenital eye condition,<11,<11
30JUN2021,MIS,Autism,F84.0 - Autism disorder,<11,<11
30JUN2021,MIS,Cerebral Palsy,G80 - Cerebral palsy,<11,<11
30JUN2021,MIS,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],<11,<11
30JUN2021,MIS,Hearing Impairment,H90 - Hearing loss,<11,<11
30JUN2021,MIS,Intellectual Disability,F70 - Mild intellectual disability,<11,<11
30JUN2021,MIS,Intellectual Disability,F71 - Moderate intellectual disability,<11,<11
30JUN2021,MIS,Multiple Sclerosis,G35 - Multiple sclerosis,<11,<11
30JUN2021,MIS,Other,J44.9 - Chronic lung disease,<11,<11
30JUN2021,MIS,Other Neurological,G40 - Epilepsy,<11,<11
30JUN2021,MIS,Other Neurological,G99 - Other Neurological,<11,<11
30JUN2021,MIS,Other Physical,M12 - Other arthritis,<11,<11
30JUN2021,MIS,Other Physical,M95 - Other Physical,<11,<11
30JUN2021,MIS,Other Sensory/Speech,R47 - Other Sensory/Speech,<11,<11
30JUN2021,MIS,Psychosocial disability,F20 - Schizophrenia,<11,<11
30JUN2021,MIS,Psychosocial disability,F31 - Bipolar affective disorder,<11,<11
30JUN2021,MIS,Psychosocial disability,F32 - Major depressive illness,<11,<11
30JUN2021,MIS,Psychosocial disability,F43 - Post traumatic stress disorder (PTSD),<11,<11
30JUN2021,MIS,Psychosocial disability,F99 - Other psychosocial disorders,<11,<11
30JUN2021,MIS,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),<11,<11
30JUN2021,NSW,ABI,G71.9 - Glioblastoma,11,14
30JUN2021,NSW,ABI,G93.1 - Hypoxic brain injury,129,172
30JUN2021,NSW,ABI,T90 - Traumatic brain injury [also called head injury and acquired brain damage],4086,4882
